name	x	y	z	size	impedance
TOc46	-50.500	-63.500	31.350	0.000	0.000
TOc47	-56.500	-54.500	31.350	0.000	0.000
TOc48	-60.500	-45.500	30.250	0.000	0.000
HOC49	-2.500	-17.500	37.950	0.000	0.000
HOC50	-2.500	-26.500	33.550	0.000	0.000
HOC51	-2.500	-35.500	29.150	0.000	0.000
HOC52	-1.500	-44.500	25.850	0.000	0.000
HOC53	-0.500	-53.500	20.350	0.000	0.000
HOC54	0.500	-62.500	17.050	0.000	0.000
HOC55	0.500	-70.500	12.650	0.000	0.000
HOC56	-0.500	-79.500	7.150	0.000	0.000
HOC57	-2.500	-21.500	46.750	0.000	0.000
HOC58	-2.500	-30.500	43.450	0.000	0.000
HOC59	-1.500	-39.500	39.050	0.000	0.000
HOC60	-0.500	-48.500	33.550	0.000	0.000
HOC61	0.500	-57.500	30.250	0.000	0.000
HOC62	0.500	-66.500	25.850	0.000	0.000
HOC63	0.500	-75.500	21.450	0.000	0.000
HOC64	-2.500	-83.500	17.050	0.000	0.000
LOc1	-2.500	-23.500	25.850	0.000	0.000
LOc2	-2.500	-31.500	21.450	0.000	0.000
LOc3	-2.500	-41.500	17.050	0.000	0.000
LOc4	-1.500	-50.500	12.650	0.000	0.000
LOc5	-0.500	-58.500	8.250	0.000	0.000
LOc6	0.500	-68.500	3.850	0.000	0.000
LOc7	-0.500	-76.500	-0.550	0.000	0.000
LOc8	-3.500	-85.500	-2.750	0.000	0.000
sOc1	-11.500	-55.500	-17.050	0.000	0.000
sOc2	-16.500	-60.500	-22.550	0.000	0.000
sOc3	-22.500	-67.500	-25.850	0.000	0.000
sOc4	-28.500	-74.500	-24.750	0.000	0.000
sOc5	-4.500	-62.500	-17.050	0.000	0.000
sOc6	-9.500	-67.500	-23.650	0.000	0.000
sOc7	-15.500	-73.500	-26.950	0.000	0.000
sOc8	-21.500	-81.500	-24.750	0.000	0.000
sTa1	-26.500	-48.500	-24.750	0.000	0.000
sTa2	-35.500	-47.500	-28.050	0.000	0.000
sTa3	-45.500	-45.500	-29.150	0.000	0.000
sTa4	-53.500	-42.500	-25.850	0.000	0.000
sTa5	-27.500	-57.500	-25.850	0.000	0.000
sTa6	-37.500	-56.500	-26.950	0.000	0.000
sTa7	-46.500	-54.500	-24.750	0.000	0.000
sTa8	-52.500	-50.500	-19.250	0.000	0.000
sTv1	-25.500	9.500	-41.250	0.000	0.000
sTv2	-28.500	0.500	-42.350	0.000	0.000
sTv3	-33.500	-9.500	-37.950	0.000	0.000
sTv4	-37.500	-16.500	-33.550	0.000	0.000
sTv5	-42.500	-24.500	-31.350	0.000	0.000
sTv6	-46.500	-33.500	-34.650	0.000	0.000
sTv7	-53.500	-42.500	-32.450	0.000	0.000
sTv8	-54.500	-50.500	-24.750	0.000	0.000
vT1	-21.500	-14.500	-31.350	0.000	0.000
vT2	-17.500	-7.500	-31.350	0.000	0.000
vT3	-16.500	1.500	-28.050	0.000	0.000
vT4	-19.500	11.500	-32.450	0.000	0.000
vT5	-27.500	19.500	-33.550	0.000	0.000
vT6	-36.500	21.500	-33.550	0.000	0.000
vT7	-46.500	17.500	-31.350	0.000	0.000
vT8	-52.500	10.500	-29.150	0.000	0.000
T01	-50.500	50.500	2.750	0.000	0.000
T02	-53.500	42.500	1.650	0.000	0.000
T03	-56.500	31.500	0.550	0.000	0.000
T04	-55.500	21.500	-0.550	0.000	0.000
T05	-54.500	12.500	-1.650	0.000	0.000
T06	-59.500	2.500	-2.750	0.000	0.000
T07	-62.500	-5.500	-4.950	0.000	0.000
T08	-64.500	-16.500	-7.150	0.000	0.000
