name	x	y	z	size	impedance
LPR5	16.790	-33.779	24.273	0.000	0.000
LPR6	18.253	-37.232	27.083	0.000	0.000
LPR7	19.716	-39.379	29.395	0.000	0.000
LPR8	20.692	-41.526	31.708	0.000	0.000
LPR9	21.666	-44.559	33.610	0.000	0.000
LPR10	23.130	-46.707	35.922	0.000	0.000
PHR1	19.255	-4.306	-14.975	0.000	0.000
PHR2	22.184	-5.171	-14.272	0.000	0.000
PHR3	27.924	-5.885	-14.008	0.000	0.000
PHR4	33.636	-6.893	-13.460	0.000	0.000
PHR5	39.447	-7.855	-12.935	0.000	0.000
PHR6	45.522	-8.837	-12.376	0.000	0.000
PHR7	51.271	-9.846	-11.739	0.000	0.000
PHR8	57.222	-10.766	-11.161	0.000	0.000
PHR9	63.196	-11.693	-10.660	0.000	0.000
AHR1	19.750	8.222	-24.602	0.000	0.000
AHR2	22.680	7.801	-23.693	0.000	0.000
AHR3	28.199	6.618	-22.681	0.000	0.000
AHR4	33.829	5.369	-21.688	0.000	0.000
AHR5	39.503	3.938	-20.514	0.000	0.000
AHR6	45.226	2.541	-19.130	0.000	0.000
AHR7	50.903	1.321	-18.257	0.000	0.000
AHR8	56.747	0.023	-16.831	0.000	0.000
AHR9	62.713	-1.265	-15.749	0.000	0.000
AR1	7.968	18.167	-27.076	0.000	0.000
AR2	10.940	18.287	-27.283	0.000	0.000
AR3	16.912	18.380	-27.808	0.000	0.000
AR4	22.708	18.430	-28.165	0.000	0.000
AR5	28.860	18.580	-28.794	0.000	0.000
AR6	34.779	18.614	-29.213	0.000	0.000
AR7	40.678	18.814	-29.806	0.000	0.000
AR8	46.480	19.038	-30.143	0.000	0.000
AR9	52.496	19.382	-30.778	0.000	0.000
ATR1	32.429	-21.622	-3.150	0.000	0.000
ATR2	35.847	-22.066	-3.354	0.000	0.000
ATR3	39.264	-22.487	-2.445	0.000	0.000
ATR4	43.170	-23.352	-1.742	0.000	0.000
ATR5	46.099	-23.796	-1.946	0.000	0.000
ATR6	49.517	-24.660	-1.242	0.000	0.000
ATR7	53.423	-25.525	-0.539	0.000	0.000
ATR8	56.840	-25.946	0.370	0.000	0.000
